MsgID.STATE,1521839760.0748959,False,False
MsgID.GLOBAL_POSITION,1521839847.5240221,-122.3973654,37.7967424,4.9990000
MsgID.LOCAL_VELOCITY,1521839847.5240221,6.1200000,-6.4500000,-0.0300000
MsgID.LOCAL_POSITION,1521839847.5242701,473.5495911,7.8138614,-4.9998751
MsgID.LOCAL_VELOCITY,1521839847.5242701,6.1204071,-6.4519043,-0.0316049
MsgID.GLOBAL_POSITION,1521839847.7724428,-122.3973828,37.7967558,4.9810000
MsgID.LOCAL_VELOCITY,1521839847.7724428,6.1200000,-6.4500000,-0.0800000
MsgID.LOCAL_POSITION,1521839847.7727060,475.0473633,6.2613807,-4.9812417
MsgID.LOCAL_VELOCITY,1521839847.7727060,6.1253510,-6.4549065,-0.0840664
MsgID.LOCAL_POSITION,1521839848.0229352,476.7265930,4.5526953,-4.9842434
MsgID.LOCAL_VELOCITY,1521839848.0229352,6.1352201,-6.4645295,-0.1774816
MsgID.GLOBAL_POSITION,1521839848.0232120,-122.3974020,37.7967710,4.9840000
MsgID.LOCAL_VELOCITY,1521839848.0232120,6.1300000,-6.4600000,-0.1700000
MsgID.STATE,1521839848.2303281,True,True
MsgID.GLOBAL_HOME,1521839848.2305779,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839848.2740219,478.2309265,3.0591722,-4.9895554
MsgID.LOCAL_VELOCITY,1521839848.2740219,6.1102171,-6.4449029,-0.1044969
MsgID.GLOBAL_POSITION,1521839848.2743900,-122.3974188,37.7967845,4.9890000
MsgID.LOCAL_VELOCITY,1521839848.2743900,6.1100000,-6.4400000,-0.1000000
MsgID.LOCAL_POSITION,1521839848.5242989,479.6602173,1.5027940,-4.9816031
MsgID.LOCAL_VELOCITY,1521839848.5242989,6.1017871,-6.4571080,-0.1360740
MsgID.GLOBAL_POSITION,1521839848.5245571,-122.3974364,37.7967974,4.9810000
MsgID.LOCAL_VELOCITY,1521839848.5245571,6.1000000,-6.4500000,-0.1300000
MsgID.GLOBAL_POSITION,1521839848.7741802,-122.3974561,37.7968119,4.9890000
MsgID.LOCAL_VELOCITY,1521839848.7741802,6.1000000,-6.4500000,-0.1300000
MsgID.LOCAL_POSITION,1521839848.7744598,481.2734680,-0.2542888,-4.9892206
MsgID.LOCAL_VELOCITY,1521839848.7744598,6.1022792,-6.4585133,-0.1376223
MsgID.GLOBAL_POSITION,1521839849.0234780,-122.3974753,37.7968250,4.9930000
MsgID.LOCAL_VELOCITY,1521839849.0234780,6.0900000,-6.4300000,-0.0400000
MsgID.LOCAL_POSITION,1521839849.0237172,482.7310486,-1.9588395,-4.9931755
MsgID.LOCAL_VELOCITY,1521839849.0237172,6.0900168,-6.4373927,-0.0426752
MsgID.STATE,1521839849.2303791,True,True
MsgID.GLOBAL_HOME,1521839849.2305889,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839849.2751260,-122.3974937,37.7968370,4.9790000
MsgID.LOCAL_VELOCITY,1521839849.2751260,6.1200000,-6.4400000,-0.1400000
MsgID.LOCAL_POSITION,1521839849.2759380,484.0622559,-3.5904214,-4.9790220
MsgID.LOCAL_VELOCITY,1521839849.2759380,6.1267118,-6.4450674,-0.1465262
MsgID.GLOBAL_POSITION,1521839849.5240641,-122.3975122,37.7968526,4.9940000
MsgID.LOCAL_VELOCITY,1521839849.5240641,6.1600000,-6.4100000,-0.1400000
MsgID.LOCAL_POSITION,1521839849.5243220,485.7943115,-5.2367649,-4.9946890
MsgID.LOCAL_VELOCITY,1521839849.5243220,6.1639776,-6.4162879,-0.1497862
MsgID.GLOBAL_POSITION,1521839849.7730861,-122.3975294,37.7968649,4.9890000
MsgID.LOCAL_VELOCITY,1521839849.7730861,6.1400000,-6.3900000,-0.0400000
MsgID.LOCAL_POSITION,1521839849.7733052,487.1592102,-6.7715325,-4.9890275
MsgID.LOCAL_VELOCITY,1521839849.7733052,6.1487212,-6.3925939,-0.0445642
MsgID.GLOBAL_POSITION,1521839850.0232050,-122.3975467,37.7968799,4.9940000
MsgID.LOCAL_VELOCITY,1521839850.0232050,6.1500000,-6.3800000,0.0000000
MsgID.LOCAL_POSITION,1521839850.0234408,488.8266907,-8.3022575,-4.9941363
MsgID.LOCAL_VELOCITY,1521839850.0234408,6.1541753,-6.3818588,-0.0049472
MsgID.STATE,1521839850.2312319,True,True
MsgID.GLOBAL_HOME,1521839850.2314482,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839850.2748380,-122.3975623,37.7968936,5.0050000
MsgID.LOCAL_VELOCITY,1521839850.2748380,6.1500000,-6.4100000,-0.0300000
MsgID.LOCAL_POSITION,1521839850.2750750,490.3565369,-9.6896753,-5.0057569
MsgID.LOCAL_VELOCITY,1521839850.2750750,6.1531115,-6.4107280,-0.0393519
MsgID.GLOBAL_POSITION,1521839850.5234931,-122.3975810,37.7969084,5.0150000
MsgID.LOCAL_VELOCITY,1521839850.5234931,6.0800000,-6.4300000,0.1000000
MsgID.LOCAL_POSITION,1521839850.5237298,491.9952087,-11.3504114,-5.0158782
MsgID.LOCAL_VELOCITY,1521839850.5237298,6.0836535,-6.4320898,0.1044281
MsgID.GLOBAL_POSITION,1521839850.7746439,-122.3975983,37.7969221,5.0090000
MsgID.LOCAL_VELOCITY,1521839850.7746439,6.0500000,-6.4800000,0.1000000
MsgID.LOCAL_POSITION,1521839850.7748859,493.5246277,-12.8894920,-5.0091457
MsgID.LOCAL_VELOCITY,1521839850.7748859,6.0509095,-6.4830284,0.1087928
MsgID.GLOBAL_POSITION,1521839851.0251830,-122.3976195,37.7969350,5.0210000
MsgID.LOCAL_VELOCITY,1521839851.0251830,6.0000000,-6.5100000,0.1500000
MsgID.LOCAL_POSITION,1521839851.0253901,494.9514160,-14.7769480,-5.0219359
MsgID.LOCAL_VELOCITY,1521839851.0253901,6.0067377,-6.5100985,0.1563108
MsgID.STATE,1521839851.2305200,True,True
MsgID.GLOBAL_HOME,1521839851.2307041,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839851.2741849,-122.3976371,37.7969494,5.0160000
MsgID.LOCAL_VELOCITY,1521839851.2741849,6.0600000,-6.4600000,0.1500000
MsgID.LOCAL_POSITION,1521839851.2743859,496.5584106,-16.3384609,-5.0168438
MsgID.LOCAL_VELOCITY,1521839851.2743859,6.0692945,-6.4626861,0.1561951
MsgID.GLOBAL_POSITION,1521839851.5241861,-122.3976551,37.7969620,5.0260000
MsgID.LOCAL_VELOCITY,1521839851.5241861,5.9500000,-6.2200000,0.2000000
MsgID.LOCAL_POSITION,1521839851.5244250,497.9553528,-17.9429722,-5.0268221
MsgID.LOCAL_VELOCITY,1521839851.5244250,5.9535227,-6.2216916,0.2047760
MsgID.GLOBAL_POSITION,1521839851.7751560,-122.3976700,37.7969730,5.0170000
MsgID.LOCAL_VELOCITY,1521839851.7751560,4.8500000,-5.8400000,0.1500000
MsgID.LOCAL_POSITION,1521839851.7753990,499.1756287,-19.2695980,-5.0179176
MsgID.LOCAL_VELOCITY,1521839851.7753990,4.8570890,-5.8429728,0.1585100
MsgID.GLOBAL_POSITION,1521839852.0240819,-122.3976872,37.7969837,5.0150000
MsgID.LOCAL_VELOCITY,1521839852.0240819,3.4600000,-6.3600000,0.1500000
MsgID.LOCAL_POSITION,1521839852.0243280,500.3649292,-20.7952652,-5.0151696
MsgID.LOCAL_VELOCITY,1521839852.0243280,3.4634686,-6.3683558,0.1509688
MsgID.STATE,1521839852.2320709,True,True
MsgID.GLOBAL_HOME,1521839852.2323461,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839852.2759459,-122.3977059,37.7969914,5.0010000
MsgID.LOCAL_VELOCITY,1521839852.2759459,2.4200000,-6.9200000,0.1000000
MsgID.LOCAL_POSITION,1521839852.2761850,501.2215881,-22.4559917,-5.0019369
MsgID.LOCAL_VELOCITY,1521839852.2761850,2.4235339,-6.9276204,0.1012860
MsgID.GLOBAL_POSITION,1521839852.5245881,-122.3977294,37.7969945,4.9920000
MsgID.LOCAL_VELOCITY,1521839852.5245881,1.4100000,-7.5800000,-0.0300000
MsgID.LOCAL_POSITION,1521839852.5248132,501.5643311,-24.5479584,-4.9924316
MsgID.LOCAL_VELOCITY,1521839852.5248132,1.4180573,-7.5826521,-0.0326536
MsgID.GLOBAL_POSITION,1521839852.7758651,-122.3977496,37.7969960,4.9940000
MsgID.LOCAL_VELOCITY,1521839852.7758651,0.6400000,-8.1800000,-0.0300000
MsgID.LOCAL_POSITION,1521839852.7761500,501.7356262,-26.3389645,-4.9945302
MsgID.LOCAL_VELOCITY,1521839852.7761500,0.6408247,-8.1889229,-0.0343972
MsgID.GLOBAL_POSITION,1521839853.0254800,-122.3977728,37.7969979,4.9880000
MsgID.LOCAL_VELOCITY,1521839853.0254800,0.1200000,-8.6200000,-0.0700000
MsgID.LOCAL_POSITION,1521839853.0257039,501.9442139,-28.4055176,-4.9885077
MsgID.LOCAL_VELOCITY,1521839853.0257039,0.1242338,-8.6213379,-0.0753553
MsgID.STATE,1521839853.2334421,True,True
MsgID.GLOBAL_HOME,1521839853.2337899,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839853.2753019,-122.3977992,37.7969968,4.9800000
MsgID.LOCAL_VELOCITY,1521839853.2753019,-0.1000000,-8.7900000,-0.1300000
MsgID.LOCAL_POSITION,1521839853.2756901,501.8222046,-30.7483540,-4.9809165
MsgID.LOCAL_VELOCITY,1521839853.2756901,-0.1097198,-8.7950315,-0.1349434
MsgID.GLOBAL_POSITION,1521839853.5263860,-122.3978218,37.7969959,4.9850000
MsgID.LOCAL_VELOCITY,1521839853.5263860,-0.2000000,-8.8500000,-0.1400000
MsgID.LOCAL_POSITION,1521839853.5267241,501.7169495,-32.7584457,-4.9854126
MsgID.LOCAL_VELOCITY,1521839853.5267241,-0.2058047,-8.8517704,-0.1464446
MsgID.GLOBAL_POSITION,1521839853.7758820,-122.3978480,37.7969956,5.0000000
MsgID.LOCAL_VELOCITY,1521839853.7758820,-0.2400000,-8.8600000,-0.1100000
MsgID.LOCAL_POSITION,1521839853.7761950,501.6814270,-35.0889893,-5.0003352
MsgID.LOCAL_VELOCITY,1521839853.7761950,-0.2488413,-8.8692122,-0.1121520
MsgID.GLOBAL_POSITION,1521839854.0248070,-122.3978729,37.7969968,5.0010000
MsgID.LOCAL_VELOCITY,1521839854.0248070,-0.2700000,-8.8400000,0.0300000
MsgID.LOCAL_POSITION,1521839854.0250590,501.8199768,-37.3052826,-5.0010910
MsgID.LOCAL_VELOCITY,1521839854.0250590,-0.2758000,-8.8471737,0.0317527
MsgID.STATE,1521839854.2326331,True,True
MsgID.GLOBAL_HOME,1521839854.2328131,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839854.2758541,-122.3978964,37.7969963,5.0080000
MsgID.LOCAL_VELOCITY,1521839854.2758541,-0.3100000,-8.8600000,0.0000000
MsgID.LOCAL_POSITION,1521839854.2760260,501.7586060,-39.3886452,-5.0080018
MsgID.LOCAL_VELOCITY,1521839854.2760260,-0.3110819,-8.8674145,0.0085068
MsgID.GLOBAL_POSITION,1521839854.5250938,-122.3979219,37.7969950,5.0210000
MsgID.LOCAL_VELOCITY,1521839854.5250938,-0.3300000,-8.8500000,0.0900000
MsgID.LOCAL_POSITION,1521839854.5253251,501.6156921,-41.6593437,-5.0211987
MsgID.LOCAL_VELOCITY,1521839854.5253251,-0.3343606,-8.8583727,0.0957549
MsgID.GLOBAL_POSITION,1521839854.7760341,-122.3979483,37.7969955,5.0190000
MsgID.LOCAL_VELOCITY,1521839854.7760341,-0.3300000,-8.8500000,0.1700000
MsgID.LOCAL_POSITION,1521839854.7762492,501.6782532,-44.0046692,-5.0196819
MsgID.LOCAL_VELOCITY,1521839854.7762492,-0.3344910,-8.8506222,0.1727574
