MsgID.STATE,1521839760.0748959,False,False
MsgID.LOCAL_VELOCITY,1521839794.4987378,8.3800000,-0.1600000,-0.1000000
MsgID.LOCAL_POSITION,1521839794.4989340,113.9568481,107.5660934,-4.9840784
MsgID.LOCAL_VELOCITY,1521839794.4989340,8.3845081,-0.1688055,-0.1057234
MsgID.GLOBAL_POSITION,1521839794.7503481,-122.3962429,37.7935263,4.9770000
MsgID.LOCAL_VELOCITY,1521839794.7503481,8.6700000,-0.2700000,-0.0300000
MsgID.LOCAL_POSITION,1521839794.7505431,116.2118378,107.5875702,-4.9779501
MsgID.LOCAL_VELOCITY,1521839794.7505431,8.6767712,-0.2775675,-0.0303599
MsgID.GLOBAL_POSITION,1521839794.9990971,-122.3962430,37.7935465,4.9840000
MsgID.LOCAL_VELOCITY,1521839794.9990971,8.7800000,-0.3300000,-0.0500000
MsgID.LOCAL_POSITION,1521839794.9992881,118.4507065,107.5791931,-4.9840264
MsgID.LOCAL_VELOCITY,1521839794.9992881,8.7836370,-0.3308871,-0.0532874
MsgID.STATE,1521839795.2264869,True,True
MsgID.GLOBAL_HOME,1521839795.2266870,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839795.2492039,-122.3962435,37.7935669,5.0000000
MsgID.LOCAL_VELOCITY,1521839795.2492039,8.8200000,-0.3600000,0.0000000
MsgID.LOCAL_POSITION,1521839795.2493920,120.7168427,107.5342789,-5.0008478
MsgID.LOCAL_VELOCITY,1521839795.2493920,8.8245125,-0.3680934,0.0085123
MsgID.GLOBAL_POSITION,1521839795.4991958,-122.3962429,37.7935851,5.0050000
MsgID.LOCAL_VELOCITY,1521839795.4991958,8.8200000,-0.3900000,0.1300000
MsgID.LOCAL_POSITION,1521839795.4993980,122.7374725,107.5869827,-5.0057282
MsgID.LOCAL_VELOCITY,1521839795.4993980,8.8223000,-0.3905278,0.1314217
MsgID.GLOBAL_POSITION,1521839795.7491698,-122.3962441,37.7936059,5.0010000
MsgID.LOCAL_VELOCITY,1521839795.7491698,8.8500000,-0.4100000,0.1200000
MsgID.LOCAL_POSITION,1521839795.7493582,125.0497665,107.4807587,-5.0015883
MsgID.LOCAL_VELOCITY,1521839795.7493582,8.8511076,-0.4179250,0.1242486
MsgID.GLOBAL_POSITION,1521839795.9994361,-122.3962466,37.7936242,5.0110000
MsgID.LOCAL_VELOCITY,1521839795.9994361,8.8600000,-0.4300000,0.0900000
MsgID.LOCAL_POSITION,1521839795.9996240,127.0903931,107.2598419,-5.0118608
MsgID.LOCAL_VELOCITY,1521839795.9996240,8.8692837,-0.4338230,0.0902634
MsgID.STATE,1521839796.2271960,True,True
MsgID.GLOBAL_HOME,1521839796.2274492,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839796.2501230,-122.3962498,37.7936461,5.0100000
MsgID.LOCAL_VELOCITY,1521839796.2501230,8.8300000,-0.4100000,0.2300000
MsgID.LOCAL_POSITION,1521839796.2503612,129.5150452,106.9732361,-5.0109377
MsgID.LOCAL_VELOCITY,1521839796.2503612,8.8394566,-0.4187165,0.2348967
MsgID.GLOBAL_POSITION,1521839796.4998910,-122.3962508,37.7936647,4.9980000
MsgID.LOCAL_VELOCITY,1521839796.4998910,8.8800000,-0.3800000,0.1000000
MsgID.LOCAL_POSITION,1521839796.5000801,131.5819092,106.8844376,-4.9981894
MsgID.LOCAL_VELOCITY,1521839796.5000801,8.8846645,-0.3821445,0.1048536
MsgID.GLOBAL_POSITION,1521839796.7509398,-122.3962522,37.7936847,4.9990000
MsgID.LOCAL_VELOCITY,1521839796.7509398,8.8900000,-0.3600000,0.0700000
MsgID.LOCAL_POSITION,1521839796.7511411,133.8044281,106.7598190,-4.9998612
MsgID.LOCAL_VELOCITY,1521839796.7511411,8.8956900,-0.3602498,0.0727123
MsgID.GLOBAL_POSITION,1521839797.0012338,-122.3962512,37.7937051,4.9930000
MsgID.LOCAL_VELOCITY,1521839797.0012338,8.8800000,-0.3500000,0.0700000
MsgID.LOCAL_POSITION,1521839797.0014131,136.0797272,106.8514557,-4.9931202
MsgID.LOCAL_VELOCITY,1521839797.0014131,8.8828888,-0.3509750,0.0721829
MsgID.STATE,1521839797.2254820,True,True
MsgID.GLOBAL_HOME,1521839797.2257240,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839797.2505569,-122.3962518,37.7937264,4.9770000
MsgID.LOCAL_VELOCITY,1521839797.2505569,8.8900000,-0.3900000,0.0000000
MsgID.LOCAL_POSITION,1521839797.2507350,138.4399109,106.7964859,-4.9774084
MsgID.LOCAL_VELOCITY,1521839797.2507350,8.8902454,-0.3930506,-0.0096830
MsgID.GLOBAL_POSITION,1521839797.5003159,-122.3962534,37.7937435,4.9660000
MsgID.LOCAL_VELOCITY,1521839797.5003159,8.9100000,-0.4200000,-0.1300000
MsgID.LOCAL_POSITION,1521839797.5005541,140.3412323,106.6538010,-4.9660258
MsgID.LOCAL_VELOCITY,1521839797.5005541,8.9107656,-0.4277898,-0.1352763
MsgID.GLOBAL_POSITION,1521839797.7519360,-122.3962548,37.7937655,4.9700000
MsgID.LOCAL_VELOCITY,1521839797.7519360,8.9000000,-0.4200000,-0.1700000
MsgID.LOCAL_POSITION,1521839797.7521181,142.7851257,106.5302429,-4.9700465
MsgID.LOCAL_VELOCITY,1521839797.7521181,8.9061069,-0.4292919,-0.1727064
MsgID.GLOBAL_POSITION,1521839798.0012171,-122.3962565,37.7937856,4.9790000
MsgID.LOCAL_VELOCITY,1521839798.0012171,8.8900000,-0.4200000,-0.1900000
MsgID.LOCAL_POSITION,1521839798.0015600,145.0225525,106.3760071,-4.9791703
MsgID.LOCAL_VELOCITY,1521839798.0015600,8.8959665,-0.4222426,-0.1929113
MsgID.STATE,1521839798.2269361,True,True
MsgID.GLOBAL_HOME,1521839798.2272010,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839798.2518611,-122.3962583,37.7938073,4.9900000
MsgID.LOCAL_VELOCITY,1521839798.2518611,8.8800000,-0.3800000,-0.1300000
MsgID.LOCAL_POSITION,1521839798.2520370,147.4278259,106.2177124,-4.9901886
MsgID.LOCAL_VELOCITY,1521839798.2520370,8.8811646,-0.3849823,-0.1369506
MsgID.GLOBAL_POSITION,1521839798.5011809,-122.3962569,37.7938253,4.9970000
MsgID.LOCAL_VELOCITY,1521839798.5011809,8.8500000,-0.3500000,0.0200000
MsgID.LOCAL_POSITION,1521839798.5014870,149.4269562,106.3444214,-4.9977717
MsgID.LOCAL_VELOCITY,1521839798.5014870,8.8516169,-0.3578757,0.0202659
MsgID.GLOBAL_POSITION,1521839798.7511530,-122.3962600,37.7938466,4.9960000
MsgID.LOCAL_VELOCITY,1521839798.7511530,8.3400000,-0.4500000,0.0500000
MsgID.LOCAL_POSITION,1521839798.7513800,151.7975616,106.0696335,-4.9964876
MsgID.LOCAL_VELOCITY,1521839798.7513800,8.3483734,-0.4512055,0.0561441
MsgID.GLOBAL_POSITION,1521839799.0012090,-122.3962621,37.7938633,5.0100000
MsgID.LOCAL_VELOCITY,1521839799.0012090,7.0500000,-0.8700000,0.0900000
MsgID.LOCAL_POSITION,1521839799.0014331,153.6547241,105.8808365,-5.0105162
MsgID.LOCAL_VELOCITY,1521839799.0014331,7.0525336,-0.8725697,0.0906643
MsgID.STATE,1521839799.2269728,True,True
MsgID.GLOBAL_HOME,1521839799.2272582,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839799.2522199,-122.3962655,37.7938794,5.0170000
MsgID.LOCAL_VELOCITY,1521839799.2522199,6.7000000,-2.0900000,0.1400000
MsgID.LOCAL_POSITION,1521839799.2524040,155.4366760,105.5820847,-5.0173402
MsgID.LOCAL_VELOCITY,1521839799.2524040,6.7042990,-2.0976026,0.1492015
MsgID.GLOBAL_POSITION,1521839799.5032229,-122.3962730,37.7938930,5.0190000
MsgID.LOCAL_VELOCITY,1521839799.5032229,6.2700000,-3.1200000,0.2100000
MsgID.LOCAL_POSITION,1521839799.5035038,156.9557648,104.9147720,-5.0190582
MsgID.LOCAL_VELOCITY,1521839799.5035038,6.2758098,-3.1276164,0.2192837
MsgID.GLOBAL_POSITION,1521839799.7517970,-122.3962822,37.7939059,5.0120000
MsgID.LOCAL_VELOCITY,1521839799.7517970,5.2800000,-4.1200000,0.1800000
MsgID.LOCAL_POSITION,1521839799.7519889,158.3824463,104.0906448,-5.0126495
MsgID.LOCAL_VELOCITY,1521839799.7519889,5.2876048,-4.1280260,0.1833835
MsgID.GLOBAL_POSITION,1521839800.0027149,-122.3962929,37.7939142,5.0080000
MsgID.LOCAL_VELOCITY,1521839800.0027149,3.9400000,-4.4600000,0.1900000
MsgID.LOCAL_POSITION,1521839800.0030489,159.3089600,103.1393127,-5.0081534
MsgID.LOCAL_VELOCITY,1521839800.0030489,3.9480155,-4.4672480,0.1943128
MsgID.STATE,1521839800.2261271,True,True
MsgID.GLOBAL_HOME,1521839800.2263889,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839800.2530100,-122.3963075,37.7939220,5.0040000
MsgID.LOCAL_VELOCITY,1521839800.2530100,3.0000000,-3.6700000,0.1400000
MsgID.LOCAL_POSITION,1521839800.2532082,160.1712494,101.8491135,-5.0045128
MsgID.LOCAL_VELOCITY,1521839800.2532082,3.0048814,-3.6746283,0.1400905
MsgID.GLOBAL_POSITION,1521839800.5017679,-122.3963151,37.7939296,4.9980000
MsgID.LOCAL_VELOCITY,1521839800.5017679,3.4100000,-2.3300000,0.0700000
MsgID.LOCAL_POSITION,1521839800.5019720,161.0157013,101.1673431,-4.9989247
MsgID.LOCAL_VELOCITY,1521839800.5019720,3.4141996,-2.3332622,0.0778918
MsgID.GLOBAL_POSITION,1521839800.7518120,-122.3963197,37.7939386,4.9960000
MsgID.LOCAL_VELOCITY,1521839800.7518120,3.4200000,-0.8300000,0.0600000
MsgID.LOCAL_POSITION,1521839800.7519860,162.0162048,100.7596817,-4.9961367
MsgID.LOCAL_VELOCITY,1521839800.7519860,3.4231486,-0.8324414,0.0649189
MsgID.GLOBAL_POSITION,1521839801.0030711,-122.3963199,37.7939451,4.9890000
MsgID.LOCAL_VELOCITY,1521839801.0030711,3.2100000,0.4600000,0.0000000
MsgID.LOCAL_POSITION,1521839801.0033910,162.7448120,100.7391434,-4.9898410
MsgID.LOCAL_VELOCITY,1521839801.0033910,3.2163041,0.4616078,-0.0052257
MsgID.STATE,1521839801.2263510,True,True
MsgID.GLOBAL_HOME,1521839801.2266021,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839801.2536802,-122.3963148,37.7939526,4.9900000
MsgID.LOCAL_VELOCITY,1521839801.2536802,2.8700000,1.8500000,-0.0800000
MsgID.LOCAL_POSITION,1521839801.2539101,163.5742340,101.1918488,-4.9907880
MsgID.LOCAL_VELOCITY,1521839801.2539101,2.8725383,1.8507897,-0.0856254
MsgID.GLOBAL_POSITION,1521839801.5023091,-122.3963088,37.7939568,4.9870000
MsgID.LOCAL_VELOCITY,1521839801.5023091,2.4300000,2.9000000,-0.0400000
MsgID.LOCAL_POSITION,1521839801.5026050,164.0424347,101.7282028,-4.9874387
MsgID.LOCAL_VELOCITY,1521839801.5026050,2.4337580,2.9020543,-0.0419542
MsgID.GLOBAL_POSITION,1521839801.7527721,-122.3963010,37.7939624,4.9820000
MsgID.LOCAL_VELOCITY,1521839801.7527721,1.7000000,4.0000000,-0.1000000
MsgID.LOCAL_POSITION,1521839801.7529590,164.6628571,102.4251251,-4.9823427
MsgID.LOCAL_VELOCITY,1521839801.7529590,1.7085891,4.0008368,-0.1049982
MsgID.LOCAL_POSITION,1521839802.0031738,165.0686035,103.4279404,-4.9784174
MsgID.LOCAL_VELOCITY,1521839802.0031738,0.8270286,4.6350713,-0.0717672
MsgID.GLOBAL_POSITION,1521839802.0038400,-122.3962897,37.7939660,4.9780000
MsgID.LOCAL_VELOCITY,1521839802.0038400,0.8200000,4.6300000,-0.0700000
MsgID.STATE,1521839802.2265720,True,True
MsgID.GLOBAL_HOME,1521839802.2267818,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839802.2536561,165.1826935,104.7438126,-4.9782043
MsgID.LOCAL_VELOCITY,1521839802.2536561,0.3962078,4.3498297,-0.1197736
MsgID.GLOBAL_POSITION,1521839802.2539289,-122.3962749,37.7939671,4.9780000
MsgID.LOCAL_VELOCITY,1521839802.2539289,0.3900000,4.3400000,-0.1100000
MsgID.GLOBAL_POSITION,1521839802.5035388,-122.3962658,37.7939695,4.9840000
MsgID.LOCAL_VELOCITY,1521839802.5035388,1.7500000,3.5800000,-0.1900000
MsgID.LOCAL_POSITION,1521839802.5037670,165.4539795,105.5552368,-4.9843616
MsgID.LOCAL_VELOCITY,1521839802.5037670,1.7531521,3.5877957,-0.1949688
MsgID.LOCAL_POSITION,1521839802.7533240,166.2028961,106.3830032,-4.9837689
MsgID.LOCAL_VELOCITY,1521839802.7533240,2.9039626,2.8237362,-0.0982901
MsgID.GLOBAL_POSITION,1521839802.7535551,-122.3962564,37.7939762,4.9830000
MsgID.LOCAL_VELOCITY,1521839802.7535551,2.9000000,2.8200000,-0.0900000
MsgID.LOCAL_POSITION,1521839803.0033290,166.8837585,107.0557785,-4.9793525
MsgID.LOCAL_VELOCITY,1521839803.0033290,3.8511183,2.1701396,-0.1484080
MsgID.GLOBAL_POSITION,1521839803.0036950,-122.3962489,37.7939824,4.9790000
MsgID.LOCAL_VELOCITY,1521839803.0036950,3.8500000,2.1700000,-0.1400000
MsgID.STATE,1521839803.2266550,True,True
MsgID.GLOBAL_HOME,1521839803.2268701,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839803.2535439,167.9636688,107.7445145,-4.9829993
MsgID.LOCAL_VELOCITY,1521839803.2535439,4.8567667,1.5204322,-0.1083078
MsgID.GLOBAL_POSITION,1521839803.2537971,-122.3962411,37.7939921,4.9820000
MsgID.LOCAL_VELOCITY,1521839803.2537971,4.8500000,1.5200000,-0.1000000
MsgID.LOCAL_POSITION,1521839803.5040588,169.1837311,107.9043808,-4.9924936
MsgID.LOCAL_VELOCITY,1521839803.5040588,5.7303200,0.9823094,-0.1251269
MsgID.GLOBAL_POSITION,1521839803.5043578,-122.3962393,37.7940031,4.9920000
MsgID.LOCAL_VELOCITY,1521839803.5043578,5.7300000,0.9800000,-0.1200000
MsgID.LOCAL_POSITION,1521839803.7546990,170.8603363,108.2220840,-5.0039272
MsgID.LOCAL_VELOCITY,1521839803.7546990,6.5862203,0.4989935,0.0016179
MsgID.GLOBAL_POSITION,1521839803.7551470,-122.3962358,37.7940182,5.0030000
MsgID.LOCAL_VELOCITY,1521839803.7551470,6.5800000,0.4900000,0.0000000
MsgID.LOCAL_POSITION,1521839804.0035920,172.4373169,108.2609100,-4.9998822
MsgID.LOCAL_VELOCITY,1521839804.0035920,7.3333220,0.1232470,0.0886795
MsgID.GLOBAL_POSITION,1521839804.0039191,-122.3962353,37.7940324,4.9990000
MsgID.LOCAL_VELOCITY,1521839804.0039191,7.3300000,0.1200000,0.0800000
MsgID.STATE,1521839804.2264140,True,True
MsgID.GLOBAL_HOME,1521839804.2266810,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1521839804.2533400,174.4101105,108.0930939,-5.0023017
MsgID.LOCAL_VELOCITY,1521839804.2533400,8.1608000,-0.2193459,0.0893417
MsgID.GLOBAL_POSITION,1521839804.2535760,-122.3962372,37.7940501,5.0020000
MsgID.LOCAL_VELOCITY,1521839804.2535760,8.1600000,-0.2100000,0.0800000
MsgID.LOCAL_POSITION,1521839804.5052531,176.4141541,108.0355835,-5.0168576
MsgID.LOCAL_VELOCITY,1521839804.5052531,8.6026735,-0.3673920,0.1123258
MsgID.GLOBAL_POSITION,1521839804.5056190,-122.3962379,37.7940681,5.0160000
MsgID.LOCAL_VELOCITY,1521839804.5056190,8.6000000,-0.3600000,0.1100000
MsgID.LOCAL_POSITION,1521839804.7543600,178.9121246,107.9778366,-5.0153246
MsgID.LOCAL_VELOCITY,1521839804.7543600,8.7127609,-0.4329437,0.2540742
MsgID.GLOBAL_POSITION,1521839804.7546530,-122.3962385,37.7940906,5.0150000
MsgID.LOCAL_VELOCITY,1521839804.7546530,8.7100000,-0.4300000,0.2500000
MsgID.GLOBAL_POSITION,1521839805.0041471,-122.3962397,37.7941094,5.0000000
MsgID.LOCAL_VELOCITY,1521839805.0041471,8.8100000,-0.4700000,0.1300000
MsgID.LOCAL_POSITION,1521839805.0043972,180.9997559,107.8720627,-5.0008626
MsgID.LOCAL_VELOCITY,1521839805.0043972,8.8117552,-0.4728757,0.1375320
MsgID.STATE,1521839805.2264409,True,True
MsgID.GLOBAL_HOME,1521839805.2266309,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839805.2553680,-122.3962411,37.7941283,5.0070000
MsgID.LOCAL_VELOCITY,1521839805.2553680,8.8600000,-0.4900000,0.0900000
MsgID.LOCAL_POSITION,1521839805.2555411,183.1011658,107.7448349,-5.0070953
MsgID.LOCAL_VELOCITY,1521839805.2555411,8.8618908,-0.4937347,0.0962405
MsgID.GLOBAL_POSITION,1521839805.5054259,-122.3962425,37.7941485,4.9960000
MsgID.LOCAL_VELOCITY,1521839805.5054259,8.8700000,-0.4900000,0.0500000
MsgID.LOCAL_POSITION,1521839805.5056980,185.3513184,107.6259766,-4.9965982
MsgID.LOCAL_VELOCITY,1521839805.5056980,8.8726006,-0.4989625,0.0595051
MsgID.GLOBAL_POSITION,1521839805.7547789,-122.3962439,37.7941698,4.9900000
MsgID.LOCAL_VELOCITY,1521839805.7547789,8.8800000,-0.5000000,0.0100000
MsgID.LOCAL_POSITION,1521839805.7550159,187.7035522,107.4945526,-4.9902492
MsgID.LOCAL_VELOCITY,1521839805.7550159,8.8849163,-0.5045516,0.0103305
MsgID.GLOBAL_POSITION,1521839806.0052581,-122.3962453,37.7941884,4.9810000
MsgID.LOCAL_VELOCITY,1521839806.0052581,8.8900000,-0.5000000,-0.0800000
MsgID.LOCAL_POSITION,1521839806.0055511,189.7791290,107.3741989,-4.9819922
MsgID.LOCAL_VELOCITY,1521839806.0055511,8.8995886,-0.5054235,-0.0829781
MsgID.STATE,1521839806.2261498,True,True
MsgID.GLOBAL_HOME,1521839806.2263491,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839806.2550931,-122.3962463,37.7942095,4.9800000
MsgID.LOCAL_VELOCITY,1521839806.2550931,8.8800000,-0.5000000,-0.1000000
MsgID.LOCAL_POSITION,1521839806.2552719,192.1183929,107.2825851,-4.9801483
MsgID.LOCAL_VELOCITY,1521839806.2552719,8.8882866,-0.5041772,-0.1003292
MsgID.GLOBAL_POSITION,1521839806.5051360,-122.3962471,37.7942276,4.9740000
MsgID.LOCAL_VELOCITY,1521839806.5051360,8.8700000,-0.5100000,-0.0900000
MsgID.LOCAL_POSITION,1521839806.5053921,194.1300507,107.2104645,-4.9746103
MsgID.LOCAL_VELOCITY,1521839806.5053921,8.8781595,-0.5110543,-0.0938903
MsgID.GLOBAL_POSITION,1521839806.7555959,-122.3962493,37.7942491,4.9730000
MsgID.LOCAL_VELOCITY,1521839806.7555959,8.8900000,-0.5200000,-0.1600000
MsgID.LOCAL_POSITION,1521839806.7558160,196.5191956,107.0192795,-4.9737082
MsgID.LOCAL_VELOCITY,1521839806.7558160,8.8909492,-0.5249419,-0.1637515
MsgID.GLOBAL_POSITION,1521839807.0052359,-122.3962526,37.7942699,4.9880000
MsgID.LOCAL_VELOCITY,1521839807.0052359,8.8700000,-0.5100000,-0.1400000
MsgID.LOCAL_POSITION,1521839807.0054662,198.8327332,106.7199478,-4.9888668
MsgID.LOCAL_VELOCITY,1521839807.0054662,8.8781796,-0.5162011,-0.1412735
MsgID.STATE,1521839807.2263780,True,True
MsgID.GLOBAL_HOME,1521839807.2265799,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839807.2554581,-122.3962541,37.7942887,4.9980000
MsgID.LOCAL_VELOCITY,1521839807.2554581,8.8500000,-0.4600000,-0.0500000
MsgID.LOCAL_POSITION,1521839807.2556601,200.9148560,106.5891113,-4.9980364
MsgID.LOCAL_VELOCITY,1521839807.2556601,8.8590126,-0.4668037,-0.0566327
MsgID.GLOBAL_POSITION,1521839807.5058181,-122.3962539,37.7943078,4.9980000
MsgID.LOCAL_VELOCITY,1521839807.5058181,8.8600000,-0.4300000,-0.0100000
MsgID.LOCAL_POSITION,1521839807.5060449,203.0377960,106.6092072,-4.9984288
MsgID.LOCAL_VELOCITY,1521839807.5060449,8.8635483,-0.4329139,-0.0166058
MsgID.GLOBAL_POSITION,1521839807.7558820,-122.3962550,37.7943293,5.0080000
MsgID.LOCAL_VELOCITY,1521839807.7558820,8.8700000,-0.4600000,0.0000000
MsgID.LOCAL_POSITION,1521839807.7561281,205.4315186,106.5117416,-5.0085516
MsgID.LOCAL_VELOCITY,1521839807.7561281,8.8709612,-0.4636474,0.0089017
MsgID.GLOBAL_POSITION,1521839808.0058219,-122.3962565,37.7943486,5.0110000
MsgID.LOCAL_VELOCITY,1521839808.0058219,8.8300000,-0.4900000,0.1600000
MsgID.LOCAL_POSITION,1521839808.0061738,207.5747375,106.3755493,-5.0109892
MsgID.LOCAL_VELOCITY,1521839808.0061738,8.8381224,-0.4948715,0.1606656
MsgID.STATE,1521839808.2263319,True,True
MsgID.GLOBAL_HOME,1521839808.2265720,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839808.2556281,-122.3962595,37.7943692,5.0040000
MsgID.LOCAL_VELOCITY,1521839808.2556281,8.8400000,-0.4800000,0.1500000
MsgID.LOCAL_POSITION,1521839808.2558820,209.8612671,106.1142654,-5.0044990
MsgID.LOCAL_VELOCITY,1521839808.2558820,8.8452377,-0.4891257,0.1570213
MsgID.GLOBAL_POSITION,1521839808.5057590,-122.3962593,37.7943876,5.0130000
MsgID.LOCAL_VELOCITY,1521839808.5057590,8.2300000,-0.3600000,0.1300000
MsgID.LOCAL_POSITION,1521839808.5060620,211.9121094,106.1315689,-5.0137100
MsgID.LOCAL_VELOCITY,1521839808.5060620,8.2333879,-0.3663939,0.1389905
MsgID.GLOBAL_POSITION,1521839808.7573371,-122.3962605,37.7944037,5.0140000
MsgID.LOCAL_VELOCITY,1521839808.7573371,6.8500000,-0.9300000,0.1800000
MsgID.LOCAL_POSITION,1521839808.7575960,213.7001953,106.0226746,-5.0145979
MsgID.LOCAL_VELOCITY,1521839808.7575960,6.8564901,-0.9348839,0.1854585
MsgID.GLOBAL_POSITION,1521839809.0071092,-122.3962655,37.7944195,5.0090000
MsgID.LOCAL_VELOCITY,1521839809.0071092,6.5900000,-2.1100000,0.1500000
MsgID.LOCAL_POSITION,1521839809.0073421,215.4607239,105.5807953,-5.0095544
MsgID.LOCAL_VELOCITY,1521839809.0073421,6.5995092,-2.1140530,0.1531608
MsgID.STATE,1521839809.2278819,True,True
MsgID.GLOBAL_HOME,1521839809.2280810,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839809.2571330,-122.3962745,37.7944352,5.0040000
MsgID.LOCAL_VELOCITY,1521839809.2571330,6.2500000,-3.3300000,0.0900000
MsgID.LOCAL_POSITION,1521839809.2573419,217.1962891,104.7772141,-5.0047255
MsgID.LOCAL_VELOCITY,1521839809.2573419,6.2548461,-3.3309917,0.0962307
MsgID.GLOBAL_POSITION,1521839809.5076742,-122.3962837,37.7944479,5.0000000
MsgID.LOCAL_VELOCITY,1521839809.5076742,5.8300000,-4.4100000,0.0400000
MsgID.LOCAL_POSITION,1521839809.5078800,218.6155701,103.9592514,-5.0009737
MsgID.LOCAL_VELOCITY,1521839809.5078800,5.8341522,-4.4155726,0.0485701
MsgID.GLOBAL_POSITION,1521839809.7575948,-122.3962978,37.7944611,4.9940000
MsgID.LOCAL_VELOCITY,1521839809.7575948,5.3900000,-5.4900000,0.0200000
MsgID.LOCAL_POSITION,1521839809.7578449,220.0725708,102.7077560,-4.9947667
MsgID.LOCAL_VELOCITY,1521839809.7578449,5.3948793,-5.4970803,0.0201274
MsgID.GLOBAL_POSITION,1521839810.0073621,-122.3963151,37.7944716,4.9990000
MsgID.LOCAL_VELOCITY,1521839810.0073621,4.9500000,-6.4400000,0.0000000
MsgID.LOCAL_POSITION,1521839810.0076318,221.2493134,101.1651688,-4.9991741
MsgID.LOCAL_VELOCITY,1521839810.0076318,4.9483385,-6.4457564,0.0066820
MsgID.STATE,1521839810.2282300,True,True
MsgID.GLOBAL_HOME,1521839810.2284648,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839810.2577050,-122.3963323,37.7944822,4.9990000
MsgID.LOCAL_VELOCITY,1521839810.2577050,4.5000000,-7.2400000,-0.0200000
MsgID.LOCAL_POSITION,1521839810.2579782,222.4253235,99.6378937,-4.9991198
MsgID.LOCAL_VELOCITY,1521839810.2579782,4.5019479,-7.2469110,-0.0237122
MsgID.GLOBAL_POSITION,1521839810.5078709,-122.3963520,37.7944928,4.9990000
MsgID.LOCAL_VELOCITY,1521839810.5078709,3.7200000,-6.8800000,0.0400000
MsgID.LOCAL_POSITION,1521839810.5081410,223.5977173,97.8821640,-4.9990869
MsgID.LOCAL_VELOCITY,1521839810.5081410,3.7177842,-6.8770618,0.0423409
MsgID.GLOBAL_POSITION,1521839810.7571020,-122.3963693,37.7945006,4.9940000
MsgID.LOCAL_VELOCITY,1521839810.7571020,3.2000000,-5.5900000,-0.0200000
MsgID.LOCAL_POSITION,1521839810.7574060,224.4641113,96.3530731,-4.9948401
MsgID.LOCAL_VELOCITY,1521839810.7574060,3.2044168,-5.5937209,-0.0238674
MsgID.GLOBAL_POSITION,1521839811.0080352,-122.3963849,37.7945084,5.0010000
MsgID.LOCAL_VELOCITY,1521839811.0080352,4.1700000,-4.4500000,-0.0400000
MsgID.LOCAL_POSITION,1521839811.0083380,225.3348999,94.9597702,-5.0019579
MsgID.LOCAL_VELOCITY,1521839811.0083380,4.1762090,-4.4520025,-0.0468057
MsgID.STATE,1521839811.2277720,True,True
MsgID.GLOBAL_HOME,1521839811.2280850,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1521839811.2570770,-122.3963966,37.7945174,5.0000000
MsgID.LOCAL_VELOCITY,1521839811.2570770,4.9200000,-3.3700000,0.0000000
MsgID.LOCAL_POSITION,1521839811.2573309,226.3359680,93.9234085,-5.0003142
MsgID.LOCAL_VELOCITY,1521839811.2573309,4.9215822,-3.3723531,0.0070997
MsgID.GLOBAL_POSITION,1521839811.5075562,-122.3964033,37.7945303,4.9940000
MsgID.LOCAL_VELOCITY,1521839811.5075562,5.6100000,-2.3600000,-0.0200000
MsgID.LOCAL_POSITION,1521839811.5078700,227.7815094,93.3273315,-4.9939442
MsgID.LOCAL_VELOCITY,1521839811.5078700,5.6223249,-2.3562341,-0.0244255
MsgID.GLOBAL_POSITION,1521839811.7575521,-122.3964103,37.7945442,4.9890000
MsgID.LOCAL_VELOCITY,1521839811.7575521,6.3500000,-1.4500000,-0.0900000
MsgID.LOCAL_POSITION,1521839811.7578280,229.3066711,92.7049484,-4.9897342
MsgID.LOCAL_VELOCITY,1521839811.7578280,6.3556991,-1.4550235,-0.0979693
MsgID.GLOBAL_POSITION,1521839812.0074041,-122.3964144,37.7945587,4.9820000
MsgID.LOCAL_VELOCITY,1521839812.0074041,7.0500000,-0.6800000,-0.1200000
MsgID.LOCAL_POSITION,1521839812.0076201,230.9345245,92.3454742,-4.9823127
MsgID.LOCAL_VELOCITY,1521839812.0076201,7.0646973,-0.6777167,-0.1248874
